sqrtom 240.5K

249.713524389 1.71458312218
283.659075377 1.71396328363
319.6417937 1.71330624684
361.58927398 1.71254029476
409.540411425 1.71166471718
463.46872181 1.71067999769
523.399349821 1.70958567715
591.325245132 1.70834536474
669.250972821 1.70692245751
755.156870114 1.70535383407
855.050549584 1.70352979671
964.937941357 1.70152327628
1090.77218967 1.69922556964
1234.62575525 1.6965988341
1394.43800759 1.69368069633
1576.24870056 1.6903608717
1782.01702744 1.68660358577
2013.76032067 1.68237200247
2277.46181152 1.67755686927
2575.1259723 1.67212158494
2910.71246746 1.66599384684
3290.37332271 1.65906132029
3719.87351962 1.65121873794
4203.29498908 1.64239156462
4752.68883679 1.63235974968
5372.02663023 1.62105077316
6073.23494595 1.6082468583
6864.36388707 1.59380101192
7759.34060143 1.57745892726
