sqrtom 210.0K

249.713524389 17.3879028712
287.684057372 17.1158091999
331.63364669 16.8008701098
381.567778957 16.4430462843
439.511375375 16.0278273069
507.41735043 15.5412187554
583.333923821 14.9972069245
671.252400181 14.3671904584
773.135348971 13.637105748
889.022991711 12.8066645692
1024.87076639 11.8331907503
1178.67514747 10.7310413882
1356.47735595 9.45692559715
1562.25494101 7.98234059166
1798.00570195 6.29297030865
2069.69186475 4.34608993417
2383.34086462 2.09850737045
2742.89738904 -0.478044683962
3158.45109384 -3.45586786083
3635.90729892 -6.87727918978
4185.31866384 -10.8143151907
4816.64130159 -15.3383205384
5545.82654603 -20.5636011604
6382.90139112 -26.562009659
7347.79931051 -33.476387643
7347.79931051 -33.476387643
8458.52416754 -41.4357492951
9737.21039545 -50.5987081171
11209.4219197 -61.1484530655
