sqrtom 180.0K

11209.4219197 35.674
9916.87533591 37.449
8772.12462617 40.244
7759.34060143 40.979
7759.34060143 46.363
6864.36388707 52.454
6073.23494595 55.173
5372.02663023 64.226
4752.68883679 61.44
4203.29498908 61.522
3719.87351962 62.602
3290.37332271 75.414
2910.71246746 72.82
2575.1259723 81.8
2277.46181152 82.685
2013.76032067 86.708
1782.01702744 91.227
1576.24870056 87.256
1394.43800759 99.924
1234.62575525 92.84
1090.77218967 88.017
964.937941357 106.73
855.050549584 106.13
755.156870114 117.3
669.250972821 117.41
591.325245132 113.3
523.399349821 107.74
463.46872181 118.04
409.540411425 115.56
361.58927398 106.89
319.6417937 135.52
283.659075377 126.28
249.713524389 124.35
