sqrtom 310.0K

249.713524389 0.330070621292
295.675904267 0.330013372154
349.600515725 0.329946205537
411.522409577 0.329869077783
485.458252069 0.329776985874
573.355260961 0.329667504423
675.246763318 0.329540591918
797.092026219 0.329388825704
940.93763961 0.32920965662
1108.7687032 0.329000612096
1308.54639196 0.328751775968
1544.27425781 0.328458161552
1819.97439498 0.328114759068
2147.61146546 0.32770666575
2533.18320581 0.327226411025
2988.67466157 0.32665906674
3526.06963712 0.325989706284
4159.34158549 0.325200924811
4906.52876324 0.324270254498
5787.54359574 0.323172893122
6828.38852483 0.321876452947
