sqrtom 189.9K

1136.72206736 52.1587681079
1312.52571309 51.5427924906
1514.30225177 50.8358138189
1746.06047282 50.0237862146
2015.75621202 49.0788342557
2325.40271156 47.9939040037
2683.02914752 46.7408630687
3094.54402565 45.2990094029
3569.9878259 43.6331634695
4119.42069685 41.7080768173
4752.68883679 39.4892506278
5483.90461585 36.9272383956
6326.94030255 33.9734348763
7299.88512983 30.5644595504
7299.88512983 30.5644595504
8422.7932008 26.6300474441
9717.18625922 22.0947913078
11209.4219197 16.8663401107
