180.2 -15.15 18000.0 1.56692635587e-20 203.504233415
199.2 -15.0 12000.0 1.56692635587e-20 191.638246792
202.5 -14.8 13000.0 1.56692635587e-20 329.036665486
205.0 -14.6 15000.0 1.56692635587e-20 601.716889844
207.5 -14.5 16000.0 1.56692635587e-20 808.017795552
209.5 -14.55 20000.0 1.56692635587e-20 900.183272894
215.0 -14.45 18000.0 1.56692635587e-20 1019.93723777
219.8 -14.35 16000.0 1.56692635587e-20 1141.35547294
224.8 -14.27 16000.0 1.56692635587e-20 1372.21109237
230.0 -14.08 11000.0 1.56692635587e-20 1461.14604936
240.0 -13.8 8000.0 1.56692635587e-20 2024.84101837
245.0 -13.48 4000.0 1.56692635587e-20 2115.24625264
250.0 -12.9 1050.0 1.56692635587e-20 2111.00976413
255.0 -12.73 750.0 1.56692635587e-20 2230.29446403
260.0 -12.38 330.0 1.56692635587e-20 2196.92323921
270.1 -11.67 69.3659913741 1.56692635587e-20 2368.35903494
310.0 -11.3 29.7930606983 1.56692635587e-20 2384.60288152
300.0 -10.7814110613 7.06126418228 1.56692635587e-20 1865.40158616
305.0 -8.50001221833 5.83316827673 1.56692635587e-20 294573.198189
310.0 -10.6311926137 4.51548908565 1.56692635587e-20 1685.82746978
325.0 -10.4609267931 2.60230616104 1.56692635587e-20 1437.91276724
330.0 -10.3289428535 1.99115621819 1.56692635587e-20 1490.95118281
383.0 -9.87294319178 0.457645982037 1.56692635587e-20 979.236076152
254.9 -15.0 383.120803277 1.56692635587e-20 6.11838325413
255.0 -15.0 373.006770986 1.56692635587e-20 5.95686363611
270.0 -11.7 74.0 1.56692635587e-20 2357.93952691
