nu(Mhz) 270.0K

19.998 20.711
15.389 22.244
11.838 26.658
9.1097 31.273
7.0099 36.789
7.0099 37.224
5.3938 41.134
4.1499 43.336
3.1929 47.832
2.4577 50.119
1.8901 52.908
1.4541 55.763
1.1185 81.966
0.86064 52.626
0.66216 82.058
0.50995 78.876
0.39242 38.085
0.30154 127.94
0.2325 197.81
