nu(Mhz) 300.0K

19.998 5.2483
13.406 5.3393
8.985 5.6226
8.985 5.4985
6.0219 5.6581
4.037 5.892
2.706 6.0595
1.8142 6.2556
1.2149 6.3697
0.8154 6.5685
0.54585 6.599
0.36593 6.76
0.24575 6.8001
0.16457 6.8394
0.11045 6.8652
0.073862 6.9609
0.049444 6.9438
0.03331 6.9962
0.022212 6.9012
0.014869 6.9596
0.0099244 6.9738
