nu(Mhz) 230.0K

19.998 1.1958
13.406 1.7551
8.985 2.7556
8.985 2.7708
6.0219 4.9391
4.037 7.9617
2.706 14.57
1.8142 25.713
1.2149 44.127
0.8154 81.161
0.54585 129.61
0.36593 195.46
0.24575 410.16
0.16457 447.24
