nu(Mhz) 240.0K

19.998 4.0684
15.652 5.4344
12.247 7.3337
9.5823 10.039
9.5823 10.399
7.4993 14.26
5.8703 19.903
4.593 27.943
3.595 39.108
2.8119 54.914
2.2023 77.673
1.7231 108.5
1.3484 152.38
1.0554 210.42
0.82551 288.33
0.64541 392.93
0.50541 544.74
0.39543 648.21
0.30947 643.59
0.2426 527.28
