nu(Mhz) 245.0K

19.998 50.062
13.406 44.165
19.998 6.7634
13.406 11.081
8.985 18.771
8.985 18.872
6.0219 33.981
4.037 59.045
2.706 105.7
1.8142 178.83
1.2149 629.34
1.8142 178.83
