nu(Mhz) 219.8K

11.998 0.87965
10.006 1.0726
8.3424 1.2924
8.3424 1.2437
6.9552 1.5702
5.801 1.9137
4.8352 2.4104
4.0306 3.1366
3.3602 3.7301
2.8012 4.7712
2.3367 5.7659
1.9475 7.2457
1.6241 9.1487
1.354 11.515
1.1287 14.859
0.94079 17.964
0.78546 22.527
0.6544 28.144
0.54585 35.36
0.45463 45.821
0.37955 57.443
0.31661 72.611
0.26344 88.335
0.21962 114.13
0.18317 143.76
0.15313 176.05
0.12749 219.61
0.10626 274.16
0.088375 336.38
0.073862 407.75
0.061437 510.69
0.051233 590.33
