nu(Mhz) 325.0K

19.998 1.8035
14.763 1.8749
10.898 1.917
8.0458 2.0424
8.0458 2.0294
5.9361 2.1678
4.3836 2.2084
3.2358 2.214
2.3882 2.2427
1.763 2.2909
1.3007 2.3671
0.961 2.4167
0.70834 2.4625
0.5237 2.4947
0.38646 2.4716
0.28514 2.5168
0.21074 2.5609
0.15564 2.5378
0.11473 2.5339
0.084624 2.5851
0.062626 2.5455
0.045963 2.5533
0.033894 2.5419
0.025154 2.5802
0.018573 2.5616
0.013725 2.5885
0.010084 2.5695
0.007409 2.5714
0.0054932 2.5728
0.0040628 2.6201
0.0030236 2.6177
