nu(Mhz) 180.2K

19.998 0.17306
12.926 0.26126
8.3516 0.32188
5.3975 0.48067
3.49 0.66144
2.2546 0.95074
1.4579 1.4773
0.94234 2.283
0.6088 3.437
0.39342 4.6906
0.25452 7.0463
0.16457 10.262
0.10626 14.562
0.068754 20.985
0.044271 32.47
0.028549 48.978
0.018573 72.442
0.011922 100.35
0.007686 216.05
0.0050308 160.45
