nu(Mhz) 250.0K

19.998 10.642
14.374 15.439
10.327 22.986
7.4209 35.641
7.4209 35.855
5.331 53.608
3.8315 80.954
2.7534 117.11
1.9788 166.37
1.4216 230.59
1.0213 299.68
0.73406 374.11
0.52717 446.85
0.37955 454.19
0.27252 582.36
0.19566 496.65
0.14091 569.05
0.10112 652.45
