
 0.000063  30  -19  35.510563
 0.000100  -49  -32  58.523499
 0.000158  -69  -54  87.618492
 0.000251  -106  486  497.425385
 0.000398  -701  -111  709.733765
 0.000631  35  9  36.138622
 0.001000  -390  264  470.952240
 0.001585  -787  1738  1907.881836
 0.002512  386  -232  450.355408
 0.003981  60  -19  62.936478
 0.006310  20  12  23.323807
 0.010000  -93  455  464.407135
 0.015850  853  143  864.903442
 0.025120  -935  2283  2467.045654
 0.039810  -1305  594  1433.827393
 0.063100  -123  2  123.016258
 0.100000  -458  230  512.507568
 0.158500  299  -534  612.010620
 0.251200  -283  -241  371.712250
 0.398100  273  369  459.009796
 0.631000  -133  28  135.915421
 1.000000  -17  340  340.424744
 1.585000  477  -663  816.760681
 2.512000  387  -709  807.743774
 3.981000  205  -144  250.521454
 6.310000  -216  689  722.064392
 10.000000  -953  665  1162.081787
 15.850000  147  -583  601.247009
 25.510000  624  -187  651.417664
 39.810001  -489  1067  1173.716309
 63.099998  287  -433  519.478577
 100.000000  -746  1803  1951.236816
 158.000000  835  -441  944.301880
 250.000000  -377  689  785.398010
 398.000000  -634  181  659.330750
 630.000000  -23  17  28.600698
