
 0.000063  -128  9  128.316010
 1.000000  514  -1963  2029.178345
 0.000100  -125  0  125.000000
 0.631000  560  -1924  2003.840332
 0.000158  24  -55  60.008331
 0.398100  669  -2139  2241.178711
 0.000251  -98  -88  131.711807
 0.251200  645  -2169  2262.871094
 0.000398  21  99  101.202766
 0.158500  740  -2263  2380.917725
 0.000631  -3  65  65.069191
 0.100000  687  -2206  2310.498779
 0.001000  -6  -41  41.436699
 0.063100  586  -2005  2088.880371
 0.001585  -36  -120  125.283676
 0.039810  431  -1745  1797.438721
 0.002512  0  -145  145.000000
 0.025120  285  -1242  1274.279785
 0.003981  146  -415  439.932953
 0.015850  208  -1104  1123.423340
 0.006310  76  -562  567.115479
 0.010000  256  -740  783.030029
 1.585000  914  -3118  3249.202881
 2.512000  578  -1978  2060.720215
 3.981000  567  -1704  1795.857788
