
 0.000063  -10342  15820  18900.511719
 0.000100  -10586  15292  18598.619141
 0.000158  -9853  15135  18059.619141
 0.000251  -9270  14167  16930.351562
 0.000398  -9030  13460  16208.408203
 0.000631  -8230  12638  15081.509766
 0.001000  -6273  10632  12344.632812
 0.001585  -4892  7685  9109.933594
 0.002512  -2586  3923  4698.651367
 0.003981  917  -1438  1705.500854
 0.006310  4950  -7301  8820.833008
 0.010000  8711  -12290  15064.050781
 0.015850  10356  -16543  19517.109375
 0.025120  12155  -18194  21880.714844
 0.039810  12396  -18191  22013.025391
 0.063100  12807  -19380  23229.371094
 0.100000  12168  -18587  22215.687500
 0.158500  12864  -18670  22672.701172
