
 0.000063  -8246  6845  10716.833984
 0.000100  -8084  6645  10464.563477
 0.000158  -7702  6450  10046.059570
 0.000251  -7261  6023  9433.909180
 0.000398  -6571  5407  8509.623047
 0.000631  -5503  4415  7055.156738
 0.001000  -3900  3157  5017.633789
 0.001585  -1741  1400  2234.072754
 0.002512  972  -827  1276.210449
 0.003981  3958  -3180  5077.220215
 0.006310  6549  -5380  8475.482422
 0.010000  8137  -6827  10621.614258
 0.015850  8813  -7377  11493.001953
 0.025120  8923  -7502  11657.612305
 0.039810  9005  -7480  11706.426758
 0.063100  9014  -7472  11708.244141
 0.100000  8956  -7514  11690.600586
 0.158500  8936  -7479  11652.791016
 0.251200  8980  -7476  11684.647461
 0.398100  8941  -7513  11678.469727
 0.631000  9008  -7457  11694.054688
 1.000000  8923  -7504  11658.899414
