
 0.000063  -9660  7869  12459.404297
 0.000100  -9680  7746  12397.698242
 0.000158  -9476  7877  12322.406250
 0.000251  -9620  7790  12378.549805
 0.000398  -9480  7415  12035.473633
 0.000631  -9227  7328  11782.916016
 0.001000  -8495  6800  10881.407227
 0.001585  -7684  6413  10008.517578
 0.002512  -6637  5313  8501.631836
 0.003981  -5274  4471  6914.109863
 0.006310  -2574  2497  3586.151855
 0.010000  100  169  196.369553
 0.015850  2847  -2774  3974.982422
 0.025120  6721  -5634  8770.050781
 0.039810  8964  -7645  11781.312500
 0.063100  10756  -8744  13861.784180
 0.100000  11259  -8909  14357.415039
 0.158500  11416  -9027  14553.754883
 0.251200  10913  -8973  14128.280273
 0.398100  10756  -8913  13969.004883
 0.631000  11106  -8888  14224.619141
 1.000000  11007  -9073  14264.409180
