
 0.000063  -5992  9938  11604.650391
 0.000100  -5870  10096  11678.446289
 0.000158  -5682  9912  11425.098633
 0.000251  -5354  9062  10525.453125
 0.000398  -4661  7945  9211.294922
 0.000631  -4596  7879  9121.504883
 0.001000  -3954  6536  7638.940430
 0.001585  -3259  5927  6763.904785
 0.002512  -854  2748  2877.641357
 0.003981  -624  1057  1227.446533
 0.006310  1660  -2583  3070.421631
 0.010000  3484  -6216  7125.791992
 0.015850  6696  -9968  12008.223633
 0.025120  6251  -10922  12584.319336
 0.039810  7289  -12174  14189.284180
 0.063100  6926  -11872  13744.593750
 0.100000  7022  -11927  13840.585938
 0.158500  6652  -12171  13870.196289
