
 0.000063  160  -224  275.274414
 0.000100  314  -379  492.175781
 0.000158  192  -1005  1023.175964
 0.000251  707  -1641  1786.821167
 0.000398  1262  -2806  3076.731934
 0.000631  2278  -4349  4909.489258
 0.001000  3573  -6737  7625.844238
 0.001585  5230  -10286  11539.267578
 0.002512  8213  -15586  17617.513672
 0.003981  11095  -21585  24269.554688
 0.006310  15302  -29476  33211.230469
 0.010000  18304  -35933  40326.378906
 0.015850  20687  -39918  44959.968750
 0.025120  21511  -42517  47648.906250
 0.039810  21232  -42397  47416.277344
 0.063100  21727  -43002  48179.191406
 0.100000  21188  -41941  46989.136719
 0.158500  21364  -41321  46517.152344
 0.251200  20895  -42044  46949.960938
 0.398100  22455  -43034  48540.210938
 0.631000  20590  -42066  46834.777344
 1.000000  21239  -42179  47224.601562
