
 0.000063  -30  -1  30.016663
 0.000100  -55  62  82.879433
 0.000158  -23  23  32.526913
 0.000251  -99  -7  99.247169
 0.000398  -1  -50  50.009998
 0.000631  -37  4  37.215588
 0.001000  80  -121  145.055161
 0.001585  -9  -141  141.286942
 0.002512  73  -169  184.092361
 0.003981  67  -177  189.256439
 0.006310  49  -147  154.951599
 0.010000  -3  36  36.124783
 0.015850  137  -267  300.096649
 0.025120  47  -301  304.647339
 0.039810  -25  -182  183.709015
 0.063100  130  -386  407.303314
 0.100000  156  -227  275.436005
 0.158500  175  -531  559.093933
 0.251200  382  -808  893.749390
 0.398100  404  -1108  1179.355713
 0.631000  559  -1460  1563.355713
 1.000000  809  -1754  1931.578857
 1.585000  1078  -2608  2822.011230
 2.512000  1140  -3206  3402.651367
 3.981000  1295  -3732  3950.297363
 6.310000  1551  -3921  4216.615234
 10.000000  1792  -3982  4366.645020
 15.850000  1550  -4104  4386.948242
 25.510000  1563  -3671  3989.888428
 39.810001  1539  -3761  4063.697998
 63.099998  1665  -4141  4463.194824
 100.000000  1656  -4146  4464.487793
 158.000000  1565  -3957  4255.240723
 250.000000  707  -1698  1839.307739
