
 1.000000  1969  -1975  2788.832275
 0.631000  1530  -1541  2171.538818
 0.398100  1039  -1094  1508.760132
 0.158500  755  -665  1006.106384
 0.000631  -7  -38  38.639359
 0.100000  556  -441  709.659790
 0.001000  -166  7  166.147522
 0.063100  380  -406  556.089905
 0.039810  308  -324  447.034668
 0.002512  140  -119  183.741669
 0.025120  202  -186  274.590607
 0.015850  165  -245  295.381104
 0.010000  472  -88  480.133301
 1.585000  830  -709  1091.595581
 2.512000  646  -677  935.759033
 3.981000  644  -629  900.209412
 6.310000  570  -672  881.183289
 10.000000  610  -737  956.696899
