
 0.000063  -58588  3354  58683.925781
 0.000100  -71170  5745  71401.500000
 0.000158  -58591  2179  58631.503906
 0.000251  -52316  5969  52655.414062
 0.000398  -49881  -64  49881.042969
 0.000631  -49227  3897  49381.011719
 0.001000  -39312  3209  39442.757812
 0.001585  -26123  809  26135.523438
 0.002512  -9994  1136  10058.356445
 0.003981  11038  -406  11045.463867
 0.006310  33348  -3063  33488.371094
 0.010000  57698  -4393  57864.996094
 0.015850  64767  -3113  64841.769531
 0.025120  82990  -5378  83164.070312
 0.039810  73489  -6660  73790.164062
 0.063100  77566  -3555  77647.421875
 0.100000  69984  -4063  70101.843750
 0.158500  73042  -6188  73303.648438
 0.251200  73731  -8182  74183.593750
 0.398100  74174  -4827  74330.898438
 0.631000  66436  -10654  67284.843750
 1.000000  74184  -113  74184.085938
