
 0.000063  -104  39  111.072052
 0.000100  -86  31  91.416626
 0.000158  -75  23  78.447433
 0.000251  -69  47  83.486526
 0.000398  -73  15  74.525162
 0.000631  -79  36  86.815895
 0.001000  -75  26  79.378838
 0.001585  -74  33  81.024689
 0.002512  -73  37  81.841309
 0.003981  -61  33  69.354164
 0.006310  -54  32  62.769421
 0.010000  -46  10  47.074409
 0.015850  -44  19  47.927029
 0.025120  -32  29  43.185646
 0.039810  -18  -5  18.681541
 0.063100  -42  3  42.107006
 0.100000  -27  16  31.384710
 0.158500  -21  32  38.275318
