nu(Mhz) 280.0K

19.998 0.60577
13.406 0.60873
8.985 0.7569
8.985 0.45357
6.0219 0.52022
4.037 0.52543
2.706 0.5287
1.8142 0.54466
1.2149 0.54227
0.8154 0.54991
0.54585 0.55309
0.36593 0.54671
0.24575 0.55351
0.16457 0.54391
0.11045 0.55391
0.073862 0.5529
0.049444 0.55766
0.03331 0.54886
0.022212 0.54964
0.014869 0.54581
0.0099244 0.5624
