nu(Mhz) 195.0K

19.998 23.01
16.167 26.996
13.07 33.045
10.569 38.278
8.5415 44.107
8.5415 45.175
6.9048 49.321
5.5842 56.509
4.5147 63.056
3.6496 70.251
4.5012 77.744
3.5588 72.979
2.8146 83.862
2.226 79.924
1.7609 41.496
1.3932 95.023
1.1018 133.06
0.87102 157.97
0.68968 143.88
0.54467 186.86
0.43129 181.96
0.34129 184.18
0.27003 189.75
0.21295 193.57
0.16847 206.63
0.13324 228.42
0.10574 221.87
0.08324 209.66
