nu(Mhz) 380.0K

10.001 0.14786
4.0595 0.15354
1.6486 0.14236
0.66997 0.15051
0.27169 0.15317
0.11045 0.15315
0.044942 0.14958
0.018141 0.14765
0.0074065 0.15193
0.0030236 0.14469
