nu(Mhz) 220.0K

8.985 6.6708
6.0219 7.2148
4.037 7.1977
2.706 7.6376
1.8142 7.809
1.2149 7.8847
0.8154 7.9605
0.54585 8.1027
0.36593 8.2649
0.24575 8.4188
0.16457 8.127
0.11045 8.2514
0.073862 8.4367
0.049444 8.2746
0.03331 8.4476
0.022212 8.2093
0.014869 8.4285
0.0099244 8.351
