nu(Mhz) 250.1K

19.998 1.6131
15.652 1.6404
12.247 1.6675
9.5823 1.7162
9.5823 1.6482
7.4993 1.6574
5.8703 1.6974
4.593 1.6881
3.595 1.6973
2.8119 1.719
2.2023 1.7244
1.7231 1.7287
1.3484 1.7254
1.0554 1.7149
0.82551 1.7349
0.64541 1.7399
0.50541 1.7391
0.39543 1.7501
0.30947 1.7416
0.2426 1.7572
0.18936 1.7637
0.14819 1.756
0.11636 1.7611
0.09076 1.7545
0.071285 1.7533
0.055651 1.7685
0.0436 1.7599
0.034187 1.7771
0.026694 1.7693
0.020809 1.7609
0.016261 1.763
0.012806 1.7535
0.0099244 1.7682
