4.17885	4.15
4.1684	3.88
4.14938	3.43
4.1425	3.35
4.13907	3.22
4.13394	3.18
4.12371	2.81
4.11692	2.84
4.10846	2.54
4.10004	2.48
4.09668	2.28
4.08998	2.2
4.08497	2.04
4.07498	1.88
4.06504	1.11604
4.06339	1.8
4.05515	1.59
4.04531	1.47
4.03226	0.49992
4.03226	1.25
4.02576	1.01
4.01606	0.85
4.0064	0.301
4.0064	0.415
4.00008	0.00508
4	-0.08271
4	-0.02228
3.994	0.1903
3.98724	0.42
3.98406	0.42
3.96825	-0.68155
3.968	-0.1871
3.968	-0.0969
3.96017	-0.69543
3.93701	-1.19386
3.92156	-1.31472
3.90625	-1.66277
3.90625	-1.05061
3.9	-1.426
3.885	-1.39041
3.88361	-1.93401
3.87597	-2.1568
3.87297	-1.57
3.86997	-1.57
3.867	-2.108
3.84601	-2.49709
3.84599	-2.47208
3.845	-2.6
3.8432	-2.07
3.84172	-2.11464
3.84172	-2.07
3.81679	-3.02365
3.81679	-2.49
3.81654	-2.90863
3.816	-3.086
3.81534	-2.49
3.80373	-2.76195
3.80228	-4.13074
3.786	-3.582
3.77358	-3
3.77336	-3.50761
3.766	-3.963
3.76081	-3.31247
3.74532	-3.49
3.73803	-4.01523
3.73134	-3.82681
3.71471	-3.923
3.705	-4.883
3.704	-4.40102
3.68732	-4.31515
3.68053	-4.56
3.663	-5.33486
3.66123	-4.94
3.618	-5.899
3.58166	-5.93
3.58166	-5.89
3.57846	-5.848
3.55619	-6.19
3.55619	-6.15
3.55114	-5.914
3.54761	-6
3.53357	-6.47753
3.53107	-6.49
3.51729	-6.34
3.50877	-6.475
3.50631	-6.77
3.48748	-6.77
3.48189	-6.95
3.45817	-7.07
3.45781	-7.17
3.45018	-7.02375
3.43407	-7.35
3.42912	-7.49077
3.41064	-7.54
3.40948	-7.347
3.40101	-7.45
3.3991	-7.7397
3.39179	-7.48284
3.38753	-7.69
3.37838	-7.7328
3.3761	-7.79
3.3761	-7.74
3.37382	-7.71
3.36474	-7.89
3.35706	-7.89446
3.34571	-7.95
3.34225	-8
3.32005	-8.18
3.30033	-8.22765
3.29815	-8.29
3.29598	-8.408
3.29261	-8.29024
3.29218	-8.26
3.2848	-8.3898
3.27654	-8.39
3.26605	-8.49
3.25521	-8.51
3.2352	-8.702
3.23415	-8.7
3.22851	-8.56729
3.21502	-8.87
3.19489	-8.88155
3.19285	-8.83
3.19071	-8.77309
3.1837	-8.9658
3.1798	-8.8992
3.17259	-8.89
3.16556	-9.02
3.15259	-8.99
3.13661	-9.18
3.13283	-9.18
3.12852	-8.97889
3.125	-9.25558
3.11333	-9.16
3.09598	-9.24144
3.08356	-9.369
3.0796	-9.3147
3.07503	-9.3
3.07106	-9.35
3.03868	-9.24802
3.03674	-9.521
3.0259	-9.52
3.01932	-9.49
3.003	-9.58668
2.99186	-9.3905
2.98775	-9.6757
2.9865	-9.542
2.98205	-9.66
2.9656	-9.63
2.94377	-9.799
2.93945	-9.83
2.91545	-9.79831
2.91375	-9.77
2.9003	-9.8407
2.89939	-9.912
2.88617	-9.70712
2.87778	-9.94
2.86369	-9.91
2.85714	-9.901
2.85633	-10.014
2.84917	-9.74671
2.83286	-10.00041
2.81865	-10.06
2.8177	-10.102
2.81532	-10.02
2.8142	-10.045
2.77855	-10.182
2.76978	-9.81793
2.76855	-10.12
2.7619	-10.17
2.75482	-10.11476
2.73898	-10.262
2.72532	-10.25
2.72331	-10.2
2.7027	-10.328
2.68097	-10.30144
2.67953	-10.27
2.67222	-10.33
2.66809	-10.397
2.6631	-10.243
2.63797	-10.4
2.63713	-10.39
2.63227	-10.456
2.63158	-10.37668
2.60457	-10.45
2.59875	-10.5228
2.59605	-10.45
2.56476	-10.569
2.55624	-10.52
2.55604	-10.52
2.54453	-10.47753
2.53357	-10.62
2.5305	-10.561
2.52468	-10.58
2.51762	-10.58
2.49813	-10.666
2.48016	-10.65
2.47905	-10.64
2.47219	-10.706
2.44954	-10.69
2.44379	-10.69
2.4097	-10.668
2.40848	-10.74
2.40657	-10.75
2.40038	-10.818
2.37874	-10.79
2.37417	-10.78
2.34082	-10.83
2.3382	-10.84
2.31192	-10.89
2.3084	-10.88
2.3004	-10.775
2.29885	-10.80153
2.27687	-10.9
2.27361	-10.92
