240	2.52852
240	2.52852
242.5	1.99889
245	1.14603
247.5	0.50329
250	-0.21028
252.5	-0.98172
255	-1.46721
257.5	-2.03963
260	-2.57086
262.5	-3.07135
265	-3.51584
267.5	-3.99872
270	-4.36161
275	-5.23457
277.5	-5.55284
