
 0.000063  -615  757  975.332764
 0.000100  -603  772  979.588196
 0.000158  -586  754  954.940857
 0.000251  -606  737  954.151428
 0.000398  -555  711  901.967834
 0.000631  -559  695  891.911438
 0.001000  -481  634  795.812134
 0.001585  -427  547  693.929382
 0.002512  -342  396  523.239929
 0.003981  -175  195  262.011444
 0.006310  -4  12  12.649111
 0.010000  233  -271  357.393341
 0.015850  422  -542  686.911926
 0.025120  580  -717  922.219604
 0.039810  646  -851  1068.417969
 0.063100  700  -868  1115.089233
 0.100000  716  -862  1120.580200
 0.158500  647  -866  1081.001831
 0.251200  656  -843  1068.168945
 0.398100  673  -855  1088.096558
 0.631000  690  -876  1115.112549
 1.000000  705  -872  1121.342529
