
 0.000063  -17850  26734  32145.439453
 0.000100  -18368  26147  31953.857422
 0.000158  -17794  26091  31581.113281
 0.000251  -17795  25666  31231.484375
 0.000398  -17356  25169  30573.015625
 0.000631  -16791  24172  29431.671875
 0.001000  -15908  23291  28205.232422
 0.001585  -14782  21438  26040.263672
 0.002512  -12763  18500  22475.412109
 0.003981  -9838  14671  17664.214844
 0.006310  -5935  8479  10349.766602
 0.010000  -197  903  924.239136
 0.015850  5270  -7803  9415.928711
 0.025120  11420  -16562  20117.560547
 0.039810  16035  -23215  28214.490234
 0.063100  18319  -26794  32457.728516
 0.100000  19114  -28028  33925.121094
 0.158500  19292  -28017  34016.664062
 0.251200  19167  -28311  34188.984375
 0.398100  19287  -28207  34170.503906
 0.631000  19259  -28410  34322.546875
 1.000000  19005  -28502  34257.175781
