
 0.000063  -21149  18329  27986.291016
 0.000100  -19277  19183  27195.408203
 0.000158  -18200  17870  25506.408203
 0.000251  -17810  16485  24268.320312
 0.000398  -15804  14962  21762.992188
 0.000631  -12975  11835  17561.830078
 0.001000  -8898  7918  11910.882812
 0.001585  -2441  2444  3454.217285
 0.002512  4725  -4107  6260.437012
 0.003981  12175  -11379  16664.701172
 0.006310  19414  -16682  25596.728516
 0.010000  21766  -20409  29837.662109
 0.015850  33112  -23575  40647.082031
 0.025120  24497  -22369  33173.410156
 0.039810  24758  -22495  33451.210938
 0.063100  22965  -21937  31758.828125
 0.100000  23568  -22014  32250.066406
 0.158500  23318  -22114  32136.554688
