
 0.000063  -16263  17803  24112.900391
 0.000100  -15587  17127  23157.908203
 0.000158  -15344  16186  22303.025391
 0.000251  -13115  13341  18707.900391
 0.000398  -11180  12762  16966.468750
 0.000631  -9725  10485  14300.728516
 0.001000  -5479  6138  8227.666016
 0.001585  -2863  3456  4487.839844
 0.002512  2032  -2044  2882.179688
 0.003981  7011  -7804  10490.783203
 0.006310  12788  -14091  19028.642578
 0.010000  16389  -18165  24465.619141
 0.015850  19222  -24395  31058.031250
 0.025120  18766  -20963  28135.566406
 0.039810  18504  -20706  27769.343750
 0.063100  18949  -20247  27730.951172
 0.100000  17815  -19768  26611.050781
 0.158500  18011  -19987  26904.949219
