
 0.000063  -9489  7176  11896.894531
 0.000100  -9375  7171  11803.129883
 0.000158  -9357  7011  11692.201172
 0.000251  -9129  6926  11458.975586
 0.000398  -8882  6765  11164.907227
 0.000631  -8447  6445  10624.962891
 0.001000  -7915  5911  9878.621094
 0.001585  -7018  5179  8722.061523
 0.002512  -5594  4119  6946.869629
 0.003981  -3609  2643  4473.290527
 0.006310  -978  698  1201.535645
 0.010000  2220  -1615  2745.291504
 0.015850  5449  -3971  6742.436035
 0.025120  7867  -6046  9921.884766
 0.039810  9360  -7115  11757.246094
 0.063100  9879  -7489  12396.764648
 0.100000  10011  -7529  12526.210938
 0.158500  10013  -7568  12551.286133
 0.251200  9990  -7531  12510.637695
 0.398100  10000  -7595  12557.230469
 0.631000  9963  -7579  12518.090820
 1.000000  9976  -7590  12535.097656
