nu(Mhz) 220.0K

19.998 10.899
13.942 15.449
9.721 26.236
6.7797 28.629
6.7797 40.38
4.7272 48.355
3.2963 71.614
2.2979 102.88
1.6018 130.15
1.1169 170.22
0.77841 266.6
0.5435 277.88
0.37857 363.79
0.26426 459.45
0.18386 410.76
0.12863 588.67
0.089325 548.97
0.06223 1031.8
