nu(Mhz) 210.0K

19.998 9.2359
15.028 12.629
11.291 16.631
8.4811 23.972
6.371 32.614
4.7863 44.497
3.595 56.607
2.7008 78.486
2.0284 93.978
1.5241 133.61
1.1457 175.64
0.86063 216.19
0.64669 265.99
0.48522 327.87
0.049444 236.15
