nu(Mhz) 181.0K

19.998 4.7525
16.27 6.6719
13.231 6.4786
10.761 8.9249
8.7524 12.988
7.1201 12.136
5.7895 19.629
4.7099 27.083
3.8315 35.099
3.1165 34.473
2.5332 59.431
2.5003 60.322
2.5003 68.955
2.1834 119.73
1.9099 58.748
1.667 39.753
1.4579 124.15
1.2736 71.085
1.1135 89.996
0.97197 213.74
0.85031 157.97
0.74227 238.52
