nu(Mhz) 230.5K

19.998 12.925
13.942 18.352
9.721 27.555
6.7797 42.261
6.7797 44.164
4.7272 50.585
3.2963 76.022
2.2979 114.03
1.6018 155.63
1.1169 189.23
0.77841 261.86
0.5435 306.26
0.02104 178.9
