nu(Mhz) 240.1K

19.998 16.667
15.307 22.426
11.712 27.132
8.9612 36.345
6.8588 45.623
5.2504 59.833
4.0178 77.353
3.0744 99.056
2.3514 113.55
1.7992 152.01
1.3782 181.77
1.0538 236.62
0.80679 296.74
