nu(Mhz) 250.2K

19.998 17.574
13.942 25.906
9.721 33.11
6.7797 48.388
6.7797 48.696
4.7272 65.353
5.9984 59.934
5.9984 50.622
4.1304 68.54
2.8441 100.41
5.9984 54.066
5.9984 50.895
4.1304 69.945
2.8441 104.4
1.9587 143.43
1.3484 197.6
0.92846 276.32
