nu(Mhz) 215.0K

19.998 23.782
15.389 32.773
11.838 43.939
9.1097 62.359
7.0099 83.684
7.0099 83.46
5.3938 111.62
4.1499 150.96
3.1929 210.53
2.4577 273.87
1.8901 372.2
1.4541 460.56
1.1185 661.5
