nu(Mhz) 220.0K

19.998 29.511
16.457 36.664
13.546 46.635
11.146 58.066
9.1723 72.246
9.1723 70.33
7.5474 89.186
6.2111 111.24
5.1125 141.44
4.2053 173.21
3.4603 219.44
2.8495 273.98
2.3441 321.9
1.9298 380.29
1.5877 474.26
1.3062 582.2
1.0751 686.82
