nu(Mhz) 250.0K

19.998 32.104
15.09 36.249
11.387 41.394
8.5928 45.699
8.5928 46.26
6.4842 53.079
4.895 60.433
3.6924 64.602
2.7879 66.174
2.104 70.349
1.5877 73.512
1.1974 76.177
0.90405 80.772
0.68176 86.065
0.51452 87.04
0.38844 86.611
0.29285 89.967
0.22111 92.467
0.16717 93.067
0.12579 98.16
0.095133 100.4
0.071712 95.4
0.054157 96.407
0.040978 100.24
0.030744 100.01
0.023172 102.0
0.017504 100.81
0.013172 102.14
0.0099244 105.2
