nu(Mhz) 320.0K

19.998 0.57171
13.406 0.57374
8.985 0.55998
8.985 0.5681
6.0219 0.57305
4.037 0.57408
2.706 0.58003
1.8142 0.58134
1.2149 0.57995
0.8154 0.58516
0.54585 0.58124
0.36593 0.58323
0.24575 0.58216
0.16457 0.5868
0.11045 0.59085
0.073862 0.58562
