nu(Mhz) 335.0K

19.998 0.42374
13.406 0.42148
8.985 0.39516
6.0219 0.41243
4.037 0.40215
2.706 0.40511
1.8142 0.4157
1.2149 0.41076
0.8154 0.40741
0.54585 0.41184
