320.	-9.85412020352938
309.99965900037506	-9.666633344490283
300.0003000003	-9.43396339867543
289.9996520004176	-9.209222398662305
279.99988800004485	-8.920818753952373
275.000275000275	-8.744727494896694
270.00027000027	-8.494850021680094
260.00026000025997	-7.982966660701218
254.99991075003126	-7.602059991327962
250	-7.113509274827517
239.99980800015362	-6.070581074285706
215.0001290000774	-1.1561445773768388
217.13593360851692	-1.6375175252488252
219.1420588396428	-2.0824944904474534
221.141088014153	-2.496209316942819
223.14007171721906	-2.886056647693163
225.000225000225	-3.2434399569933166
227.14315242895526	-3.580824369983765
229.1391699662707	-3.90128360947249
232.9997553502569	-4.482804102050025
239.0000239000024	-5.221848749616356
240.99986022008108	-5.460296761052175
270	-8.03425029191693
280	-8.546717780562767
290	-9.02791606651157
300	-9.304127357002038
320	-9.733210305122451
360	-10.285632886103388
400	-10.632199882662182
440	-10.865273141439646
