omegatau 210.0K

0.0995892428115 0.361455279429
0.0751475984611 0.32748318
0.0567068060753 0.260537813429
0.0427918014617 0.246245097143
0.0427918014617 0.211574376686
0.0322910575177 0.1544406756
0.0243769048686 0.120839368571
0.0183880048083 0.0927615277714
0.0138836308648 0.0787525992
0.0104778361274 0.059168688
0.00790668270886 0.0497539817143
0.00596300426755 0.0344782777143
0.00450213296148 0.027253233
0.00339513762272 0.0187955388343
0.00256228908948 0.0167410107429
0.00193441571546 0.0118607379429
0.001458381326 0.00842654957143
0.0011011189858 0.00696117454286
0.000832499936033 0.00571578111429
0.000626429185581 0.0048558534
0.000473758547674 0.00322854221143
0.000357122901315 0.00287114358857
0.000269699701117 0.00228434226
0.000204068806477 0.00175432672
0.000153103894439 0.00131777568
0.000115395636285 0.00111887657143
8.71692222308e-05 0.000802683428571
6.55960349191e-05 0.000630863531429
4.94231163795e-05 0.000573488542857
