sqrtom 270.0K

249.713524389 1.26896998723
295.675904267 1.26843354521
349.600515725 1.26780417337
411.522409577 1.26708146263
485.458252069 1.26621853314
573.355260961 1.2651926583
675.246763318 1.26400344913
797.092026219 1.26258135308
940.93763961 1.26090248371
1108.7687032 1.25894367228
1308.54639196 1.25661200131
1544.27425781 1.25386074402
1819.97439498 1.25064295723
2147.61146546 1.24681899744
2533.18320581 1.24231886311
2988.67466157 1.23700267283
3526.06963712 1.23073055968
4159.34158549 1.22333943492
4906.52876324 1.21461876813
5787.54359574 1.20433615486
6828.38852483 1.19218811206
