sqrtom 240.1K

249.713524389 2.68194950139
305.654514661 2.68101533775
373.580128009 2.6798810418
457.485412426 2.67847989988
557.374034494 2.67681185076
681.240510509 2.6747433933
833.053309926 2.67220825766
1016.86961111 2.66913869265
1242.61530219 2.66536894497
1516.31329199 2.66079843753
1851.93863287 2.65519379967
2263.47284045 2.64832155279
2762.86840615 2.63998210115
3376.23381659 2.62973945679
4123.3844644 2.61726272067
5036.38948902 2.60201636735
6151.1554688 2.58340078962
7513.61563996 2.56064894422
7513.61563996 2.56064894422
9177.82012398 2.53285824331
11209.4219197 2.49893234152
