sqrtom 200.0K

177.790462746 21.2996952823
197.769635023 21.2805857496
219.718515354 21.2595922451
243.728839427 21.2366270258
271.665777414 21.2099061077
301.661023011 21.1812164745
335.598117741 21.1487565702
373.580128009 21.1124278147
415.51853034 21.0723148783
461.478366559 21.0283555502
513.424538153 20.9786704558
571.351811614 20.9232646008
635.280692805 20.8621183719
705.209472603 20.7952334039
785.123033509 20.7187982655
873.012243763 20.6347346362
970.91003272 20.5410980748
1080.78997981 20.4360009064
1202.65924422 20.3194362834
1336.50542497 20.1914160671
1486.3481375 20.0480956049
1654.14677026 19.8876007955
1837.95858184 19.7117898179
2045.72197664 19.5130698051
2275.46076306 19.2933309304
2529.21152956 19.0506252525
2812.90157263 18.7792834743
3128.46891514 18.4774519298
3480.15344462 18.1410752823
3871.66568641 17.7666045158
4305.20247348 17.3519384195
4788.64418151 16.8895396293
5326.03949538 16.3755356886
5923.3912071 15.8041850908
6586.66364019 15.1697831235
7325.83287424 14.4627879389
7325.83287424 14.4627879389
8149.04813531 13.6754050249
9062.07658127 12.8021182524
10078.7031339 11.8297427204
11209.4219197 10.7482410833
