sqrtom 210.0K

177.790462746 10.5270327929
203.773616397 10.5189025854
235.737694839 10.5089009284
271.700467747 10.4976480679
313.649218642 10.4845221766
361.58927398 10.4695215881
417.532345493 10.4520168315
481.46189417 10.4320130821
557.374034494 10.4082599434
641.280563825 10.3820053362
741.169756683 10.3507497051
855.050549584 10.31511606
984.916737382 10.2744805365
1136.72206736 10.2269801888
1312.52571309 10.1719706955
1514.30225177 10.1088342053
1746.06047282 10.0363163558
2015.75621202 9.95192774199
2325.40271156 9.85503841424
2683.02914752 9.74313601902
3094.54402565 9.61437176701
3569.9878259 9.46560396159
4119.42069685 9.29368475181
4752.68883679 9.09553323238
5483.90461585 8.86673359996
6326.94030255 8.60294517968
7299.88512983 8.29850779576
8422.7932008 7.9471464586
9717.18625922 7.54212694936
11209.4219197 7.0752018906
