omegatau 185.0K

1256.51139773 0.48965103
1015.80256861 0.464041401
821.212319648 0.43791035
664.069855116 0.40003665
536.678273013 0.3621681415
433.84137909 0.335158992
350.865633924 0.299089752
283.666967063 0.2664937116
229.311130971 0.2439648112
185.347683376 0.220151037
149.897951873 0.1956894282
121.114679981 0.17859214
97.8731775299 0.168885834
79.1241525733 0.160850389
63.9691096124 0.154517037
51.7772168423 0.1542557914
41.849784057 0.14886441
33.7809174855 0.1524962096
27.3620153757 0.1485814212
22.0923078586 0.1491775747
