sqrtom 264.4K

11209.4219197 22.075
10078.7031339 25.527
9062.07658127 30.003
8149.04813531 35.449
7325.83287424 43.206
7325.83287424 42.556
6586.66364019 49.93
5923.3912071 57.533
5326.03949538 68.1
4788.64418151 78.887
4305.20247348 87.67
3871.66568641 102.57
3480.15344462 114.61
3128.46891514 125.85
2812.90157263 142.77
2529.21152956 155.03
2275.46076306 168.53
2045.72197664 181.46
1837.95858184 193.62
1654.14677026 203.21
1486.3481375 207.28
1336.50542497 215.28
1202.65924422 224.81
1080.78997981 233.61
970.91003272 239.24
873.012243763 237.02
785.123033509 239.71
705.209472603 239.92
635.280692805 245.95
571.351811614 248.66
513.424538153 246.3
461.478366559 248.41
415.51853034 250.48
373.580128009 246.33
335.598117741 242.66
301.661023011 245.52
271.665777414 243.35
243.728839427 249.04
219.718515354 249.05
197.769635023 247.5
177.790462746 252.32
