sqrtom 273.0K

177.790462746 68.3381753197
189.778414208 68.27994931
203.773616397 68.2119739949
219.718515354 68.1345289164
235.703043014 68.0568913596
251.713409729 67.9791283014
269.692701266 67.8918020883
289.675576771 67.7947443794
311.629446792 67.6881134631
333.62647934 67.5812729045
357.596682551 67.4648485688
383.571462902 67.3386879134
411.545311163 67.2028176969
441.501141317 67.0573209069
473.467512496 66.9020588302
509.425561532 66.7274089979
545.386094837 66.5527470994
585.344665975 66.3586665546
627.303445394 66.1548709098
673.247877735 65.9317167727
723.182892091 65.6891802026
775.136038502 65.4368414759
831.089983587 65.1650706934
893.007211162 64.8643359844
956.928119907 64.5538693075
1026.86131403 64.214200695
1102.77400958 63.8454893799
1182.66642856 63.4574483724
1268.58671471 63.0401297478
1360.4781247 62.593809111
1460.37720772 62.1085948526
1566.25158882 61.5943583076
1680.13293014 61.0412316031
1801.98506285 60.4493904128
1933.84381345 59.8089466374
2075.69405955 59.1199737272
2225.52738599 58.3922266431
2387.34466726 57.6062729612
2561.18048187 56.761944732
2748.96107083 55.8498861179
2948.67289269 54.8798769786
3162.42724081 53.8416626691
3394.23755492 52.7157497353
3639.96605166 51.5222355738
3905.67757102 50.2316629889
4189.37006226 48.8537560293
4494.97930944 47.3693984182
4822.63815075 45.7779449546
5174.22966188 44.0702494566
5549.79048035 42.2461339743
5955.39218721 40.2761085703
6388.90327283 38.170526081
6854.37948573 35.9096875566
7351.8172345 33.493610441
7887.20056616 30.8932299534
8462.6087072 28.0984471989
9078.00961054 25.1094178316
9739.14603018 21.8982490416
10448.4613562 18.4530731754
11209.4219197 14.7570541101
