sqrtom 280.5K

11209.4219197 13.52
10448.4613562 14.144
9739.14603018 14.849
9078.00961054 15.707
8462.6087072 16.414
7887.20056616 17.311
7351.8172345 17.593
6854.37948573 18.617
6388.90327283 18.901
5955.39218721 20.098
5549.79048035 20.3
5174.22966188 20.719
4822.63815075 21.131
4494.97930944 21.669
4189.37006226 22.097
3905.67757102 22.107
3639.96605166 22.511
3394.23755492 23.475
3162.42724081 23.444
2948.67289269 23.57
2748.96107083 23.851
2561.18048187 23.585
2387.34466726 23.774
2225.52738599 23.49
2075.69405955 24.123
1933.84381345 24.009
1801.98506285 23.514
1680.13293014 24.118
1566.25158882 24.504
1460.37720772 24.198
1360.4781247 23.768
1268.58671471 24.581
1182.66642856 24.842
1102.77400958 24.635
1026.86131403 24.188
956.928119907 24.475
893.007211162 24.831
831.089983587 24.391
775.136038502 24.633
723.182892091 24.846
673.247877735 24.455
627.303445394 24.767
585.344665975 24.201
545.386094837 24.542
509.425561532 24.302
473.467512496 24.7
441.501141317 24.673
411.545311163 24.285
383.571462902 25.07
357.596682551 24.211
333.62647934 24.636
311.629446792 23.768
289.675576771 24.847
269.692701266 23.806
251.713409729 24.638
235.703043014 25.579
219.718515354 25.545
203.773616397 24.952
189.778414208 24.281
177.790462746 25.319
