sqrtom 280.5K

177.790462746 25.2984547647
189.778414208 25.2864073728
203.773616397 25.2723427775
219.718515354 25.2563188183
235.703043014 25.2402550338
251.713409729 25.2241652821
269.692701266 25.2060968431
289.675576771 25.1860148855
311.629446792 25.1639521606
333.62647934 25.1418460592
357.596682551 25.1177570034
383.571462902 25.0916534311
411.545311163 25.0635408789
441.501141317 25.0334365173
473.467512496 25.0013116458
509.425561532 24.9651753044
545.386094837 24.9290364663
585.344665975 24.8888797667
627.303445394 24.8467129412
673.247877735 24.8005407005
723.182892091 24.750358091
775.136038502 24.698147343
831.089983587 24.6419159589
893.007211162 24.5796917243
956.928119907 24.5154538735
1026.86131403 24.4451739265
1102.77400958 24.3688848295
1182.66642856 24.2885962763
1268.58671471 24.2022499677
1360.4781247 24.1099029283
1460.37720772 24.0095085111
1566.25158882 23.9031091682
1680.13293014 23.7886631638
1801.98506285 23.666206846
1933.84381345 23.5336942941
2075.69405955 23.3911407055
2225.52738599 23.2405644536
2387.34466726 23.0779448263
2561.18048187 22.9032470736
2748.96107083 22.7145354035
2948.67289269 22.5138333414
3162.42724081 22.2990191253
3394.23755492 22.0660594155
3639.96605166 21.8191125119
3905.67757102 21.5520835029
4189.37006226 21.2669843662
4494.97930944 20.9598598027
4822.63815075 20.6305763155
5174.22966188 20.2772414921
5549.79048035 19.8998185132
5955.39218721 19.4922056928
6388.90327283 19.0565451093
6854.37948573 18.5887609043
7351.8172345 18.0888566872
7887.20056616 17.5508187398
8462.6087072 16.9725575262
9078.00961054 16.3541052524
9739.14603018 15.6896906897
10448.4613562 14.976858333
11209.4219197 14.2121246639
