sqrtom 264.4K

177.790462746 257.075759835
197.769635023 256.278862579
219.718515354 255.403400759
243.728839427 254.44571537
271.665777414 253.331411487
301.661023011 252.135009124
335.598117741 250.78138059
373.580128009 249.266414937
415.51853034 247.593643047
461.478366559 245.760470637
513.424538153 243.68852486
571.351811614 241.378014462
635.280692805 238.828121537
705.209472603 236.038914257
785.123033509 232.851450004
873.012243763 229.345865811
970.91003272 225.441075444
1080.78997981 221.058359926
1202.65924422 216.197433702
1336.50542497 210.858791402
1486.3481375 204.882105038
1654.14677026 198.189221658
1837.95858184 190.857630222
2045.72197664 182.570696358
2275.46076306 173.407243235
2529.21152956 163.28603867
2812.90157263 151.970664145
3128.46891514 139.383818905
3480.15344462 125.356389099
3871.66568641 109.74037523
4305.20247348 92.4481535403
4788.64418151 73.1654042124
5326.03949538 51.7306397822
5923.3912071 27.9044304866
6586.66364019 1.44888093224
7325.83287424 -28.0339187814
7325.83287424 -28.0339187814
8149.04813531 -60.8690119446
9062.07658127 -97.2864297229
10078.7031339 -137.836003019
11209.4219197 -182.93630476
