sqrtom 210.0K

831.089983587 319.353147819
1764.03241332 232.148637699
1949.82813747 214.781837143
2051.71773406 205.25795649
2155.59829983 195.547974866
2267.46662008 185.091357443
2349.38072623 177.434636865
2383.34086462 174.260296052
2507.25485339 162.677739247
2659.0352435 148.490438784
2675.05509221 146.993022637
2808.8780305 134.484251029
2808.8780305 134.484251029
2966.72984586 119.729438951
2966.72984586 119.729438951
2966.72984586 119.729438951
2966.72984586 119.729438951
2966.72984586 119.729438951
3042.63787388 112.634121826
3462.14277731 73.4219277713
3941.62812922 28.6032081049
4484.97373932 -22.1846928899
5102.32790026 -79.8903620286
5807.53910107 -145.808252927
6608.61504036 -220.686865615
7519.63415689 -305.842147694
8422.7932008 -390.262728723
8422.7932008 -390.262728723
9717.18625922 -511.252951663
11209.4219197 -650.736027582
