sqrtom 302.0K

11209.4219197 2.455
9717.18625922 2.4874
8422.7932008 2.5249
7299.88512983 2.3446
7299.88512983 2.5046
6326.94030255 2.5106
5483.90461585 2.5874
4752.68883679 2.5347
4119.42069685 2.5732
3569.9878259 2.5515
3094.54402565 2.5823
2683.02914752 2.5793
2325.40271156 2.6029
2015.75621202 2.6101
1746.06047282 2.6592
1514.30225177 2.6443
1312.52571309 2.6372
1136.72206736 2.6076
984.916737382 2.6242
855.050549584 2.6215
741.169756683 2.6549
641.280563825 2.652
557.374034494 2.6102
481.46189417 2.6564
417.532345493 2.6322
361.58927398 2.6401
313.649218642 2.6246
271.700467747 2.6729
235.737694839 2.6897
203.773616397 2.6579
177.790462746 2.6868
