sqrtom 332.7K

177.790462746 0.705864293771
205.76044138 0.70566671565
241.722678799 0.70541268073
281.680783972 0.705130419258
327.630794932 0.70480583135
381.567778957 0.704424823982
445.496323551 0.703973236875
519.404589443 0.703451153663
605.323481751 0.702844228161
705.209472603 0.702138639979
823.075354886 0.701306043005
960.92502972 0.700332281813
1118.7540003 0.699217388167
1304.55493265 0.697904902392
1522.28919887 0.69636684161
1774.03063348 0.694588556389
2069.69186475 0.692500024563
2413.31161618 0.690072716851
2812.90157263 0.687250039229
3280.33278145 0.683948135385
3825.70932698 0.680095630722
4461.02374163 0.675607810764
5200.21165373 0.670386235136
6065.26352725 0.664275564619
7072.11307628 0.657163244489
7072.11307628 0.657163244489
8244.86396725 0.648879008004
9613.17270718 0.639213363515
11209.4219197 0.627937562262
